sexo;idade;uf;situacao_funcional;pmt_valor;margem_saldo;conceder
FEMININO;53;ES;ATIVO PERMANENTE;3660.66;21261.55;0
FEMININO;74;PI;APOSENTADO;1982.55;6681.85;0
FEMININO;83;RJ;APOSENTADO;5171.77;34284.32;0
MASCULINO;40;RJ;CELETISTA EMPREGADO;1230.30;2205.29;0
MASCULINO;73;DF;APOSENTADO;5469.38;9929.32;0
FEMININO;80;RJ;APOSENTADO;423.54;6430.86;0
FEMININO;75;MG;APOSENTADO;1061.28;2399.30;0
MASCULINO;40;SE;ATIVO PERMANENTE;352.00;10560.41;0
FEMININO;78;PA;APOSENTADO;5644.76;9599.70;0
FEMININO;81;DF;APOSENTADO;60.00;12228.12;0
FEMININO;46;MG;ATIVO PERMANENTE;330.42;14318.01;0
FEMININO;66;SP;APOSENTADO;522.84;3037.29;0
FEMININO;81;PA;APOSENTADO;155.68;3330.26;0
FEMININO;76;MG;APOSENTADO;1025.43;3953.50;0
FEMININO;65;SP;APOSENTADO;651.25;4176.52;0
FEMININO;84;RS;APOSENTADO;3845.43;14257.95;0
FEMININO;83;BA;APOSENTADO;274.18;1542.77;0
FEMININO;52;RJ;BENEFICIARIO PENSAO;36.46;1093.88;0
FEMININO;54;RJ;BENEFICIARIO PENSAO;606.06;2097.12;0
FEMININO;52;RJ;ATIVO PERMANENTE;308.70;5072.93;0
MASCULINO;36;MA;ATIVO PERMANENTE;355.47;1247.38;0
FEMININO;79;RS;APOSENTADO;522.84;4060.26;0
FEMININO;81;PE;APOSENTADO;392.97;5073.59;0
MASCULINO;45;MG;BENEFICIARIO PENSAO;259.56;2641.38;0
FEMININO;78;SE;BENEFICIARIO PENSAO;1002.20;3992.08;0
FEMININO;34;DF;ATIVO PERMANENTE;3899.04;7651.10;0
FEMININO;80;DF;APOSENTADO;195.45;6286.71;0
MASCULINO;39;PE;ATIVO PERMANENTE;153.04;3212.20;0
MASCULINO;82;RS;APOSENTADO;137.09;1419.93;0
MASCULINO;63;SP;APOSENTADO;628.26;17677.51;0
MASCULINO;33;DF;ATIVO PERMANENTE;110.73;3263.85;0
MASCULINO;82;PR;APOSENTADO;3687.05;15477.96;0
MASCULINO;55;DF;ATIVO PERMANENTE;9209.78;21778.78;0
MASCULINO;73;PA;APOSENTADO;8682.68;16386.16;0
MASCULINO;81;CE;APOSENTADO;7253.39;26795.25;0
MASCULINO;83;PB;APOSENTADO;315.56;12408.32;0
MASCULINO;38;MT;ATIVO PERMANENTE;747.55;9611.79;0
MASCULINO;56;PB;ATIVO PERMANENTE;410.54;12316.34;0
MASCULINO;54;RJ;ATIVO PERMANENTE;6535.64;29360.95;0
FEMININO;64;SP;APOSENTADO;1118.36;2105.83;0
FEMININO;37;MS;ATIVO PERMANENTE;1079.26;3388.20;0
FEMININO;77;DF;APOSENTADO;182.03;7207.78;0
MASCULINO;44;MG;ATIVO PERMANENTE;1039.51;19530.32;0
MASCULINO;39;BA;ATIVO PERMANENTE;615.04;3808.44;0
FEMININO;78;PR;APOSENTADO;387.30;5303.64;0
FEMININO;81;CE;BENEFICIARIO PENSAO;120.00;4632.84;0
FEMININO;49;ES;ATIVO PERMANENTE;222.94;4953.73;0
FEMININO;39;RS;ATIVO PERMANENTE;4153.20;6600.11;0
MASCULINO;60;SP;APOSENTADO;1838.84;12507.44;0
MASCULINO;59;ES;APOSENTADO;229.75;6892.64;0
FEMININO;52;AL;ATIVO PERMANENTE;186.63;5599.09;0
FEMININO;76;PB;APOSENTADO;3251.98;5059.76;0
FEMININO;51;RJ;ATIVO PERMANENTE;4604.69;31185.64;0
FEMININO;33;PI;NAO INFORMADO;368.16;9004.91;0
MASCULINO;37;RS;ATIVO PERMANENTE;159.88;4796.58;0
FEMININO;79;PB;APOSENTADO;261.42;2005.25;0
FEMININO;80;PB;APOSENTADO;89.29;2678.72;0
FEMININO;81;PR;APOSENTADO;496.92;4029.06;0
FEMININO;37;RS;ATIVO PERMANENTE;2484.68;11381.40;0
FEMININO;77;PB;APOSENTADO;2574.33;12193.95;0
FEMININO;78;DF;APOSENTADO;300.00;7943.92;0
MASCULINO;83;PB;APOSENTADO;4660.62;8854.16;0
FEMININO;38;BA;ATIVO PERMANENTE;5349.39;67072.32;0
FEMININO;81;PB;APOSENTADO;769.26;11220.24;0
FEMININO;80;RJ;APOSENTADO;394.08;16055.16;0
MASCULINO;53;RJ;APOSENTADO;121.78;3120.38;0
MASCULINO;53;RJ;ATIVO PERMANENTE;40.00;6463.91;0
FEMININO;81;DF;APOSENTADO;3011.13;7783.16;0
FEMININO;38;RS;ATIVO PERMANENTE;1979.34;13177.44;0
MASCULINO;79;PR;APOSENTADO;18.94;7744.08;0
FEMININO;83;GO;APOSENTADO;2781.08;4999.40;0
MASCULINO;30;AP;ATIVO PERMANENTE;2581.15;5095.65;0
FEMININO;36;DF;ATIVO PERMANENTE;1787.90;3879.86;0
FEMININO;81;CE;APOSENTADO;745.98;7352.97;0
MASCULINO;38;CE;ATIVO PERMANENTE;189.28;5678.69;0
FEMININO;82;GO;APOSENTADO;4591.50;8605.48;0
MASCULINO;30;DF;ATIVO PERMANENTE;534.20;4579.14;0
FEMININO;78;GO;APOSENTADO;137.09;1264.71;0
MASCULINO;40;BA;ATIVO PERMANENTE;785.38;4797.77;0
FEMININO;82;PB;APOSENTADO;4678.41;13008.65;0
MASCULINO;83;PB;APOSENTADO;289.45;9115.89;0
MASCULINO;82;PB;APOSENTADO;3262.78;12190.77;0
FEMININO;77;PE;APOSENTADO;1639.20;9283.36;0
MASCULINO;39;RS;ATIVO PERMANENTE;2628.40;4451.66;0
MASCULINO;39;RS;CELETISTA EMPREGADO;1110.52;1803.94;0
FEMININO;78;PA;APOSENTADO;68.11;2043.36;0
FEMININO;60;RJ;BENEFICIARIO PENSAO;1337.40;2119.60;0
MASCULINO;37;RS;ATIVO PERMANENTE;1453.02;2375.88;0
FEMININO;39;RS;ATIVO PERMANENTE;218.70;6561.10;0
FEMININO;32;CE;ATIVO PERMANENTE;842.14;1407.07;0
MASCULINO;63;SP;APOSENTADO;295.58;12832.20;0
FEMININO;78;BA;APOSENTADO;77.16;3695.16;0
FEMININO;83;ES;APOSENTADO;61.60;13467.60;0
FEMININO;79;PB;APOSENTADO;1816.88;19594.20;0
MASCULINO;39;TO;ATIVO PERMANENTE;5858.25;9261.21;0
MASCULINO;84;RJ;APOSENTADO;355.26;2453.24;0
FEMININO;45;DF;ATIVO PERMANENTE;59.01;4396.47;0
FEMININO;37;RR;ATIVO PERMANENTE;2383.32;10994.20;0
FEMININO;38;MA;ATIVO PERMANENTE;4994.66;12409.50;0
MASCULINO;63;SP;APOSENTADO;426.44;4475.67;0
FEMININO;80;SE;APOSENTADO;559.50;1887.84;0
FEMININO;53;RJ;ATIVO PERMANENTE;80.00;4626.34;0
FEMININO;77;SE;APOSENTADO;48.58;1457.58;0
MASCULINO;37;RS;ATIVO PERMANENTE;817.76;24533.60;0
FEMININO;84;RJ;BENEFICIARIO PENSAO;116.40;3492.32;0
FEMININO;80;AL;APOSENTADO;2905.40;8085.64;0
FEMININO;36;DF;EXERC DESCENT CARREI;7804.89;13005.93;0
FEMININO;75;BA;APOSENTADO;326.46;10740.54;0
MASCULINO;56;RJ;ATIVO PERMANENTE;1351.32;4514.27;0
FEMININO;77;SE;APOSENTADO;281.48;8444.82;0
FEMININO;69;RJ;APOSENTADO;168.97;1108.19;0
FEMININO;79;RJ;BENEFICIARIO PENSAO;1376.96;5651.68;0
FEMININO;82;RJ;BENEFICIARIO PENSAO;337.94;2483.46;0
MASCULINO;83;CE;APOSENTADO;11290.95;19946.84;0
MASCULINO;53;RJ;ATIVO PERMANENTE;1041.43;3140.52;0
MASCULINO;76;CE;CLT ANS DEC 6657 08;2536.05;19694.25;0
MASCULINO;84;PE;APOSENTADO;548.36;2556.24;0
MASCULINO;36;GO;ATIVO PERMANENTE;1641.55;5783.76;0
MASCULINO;78;PB;APOSENTADO;3197.36;33737.05;0
FEMININO;40;RS;ATIVO PERMANENTE;543.16;781.63;0
MASCULINO;54;RJ;ATIVO PERMANENTE;401.70;4140.00;0
MASCULINO;61;RS;BENEFICIARIO PENSAO;112.64;2302.12;0
FEMININO;58;RJ;BENEFICIARIO PENSAO;772.36;3616.84;0
FEMININO;68;RJ;BENEFICIARIO PENSAO;767.32;5069.80;0
FEMININO;67;RJ;BENEFICIARIO PENSAO;328.58;3436.56;0
MASCULINO;37;MA;ATIVO PERMANENTE;3772.00;16370.72;0
MASCULINO;54;RJ;BENEFICIARIO PENSAO;1922.82;5039.40;0
FEMININO;82;CE;APOSENTADO;100.00;2305.16;0
MASCULINO;46;AC;ATIVO PERMANENTE;704.02;16810.36;0
FEMININO;81;AL;APOSENTADO;2503.26;18709.86;0
MASCULINO;84;RS;APOSENTADO;1818.83;30423.06;0
MASCULINO;79;DF;APOSENTADO;728.12;32115.48;0
FEMININO;29;AM;ATIVO PERMANENTE;6059.15;8290.30;0
MASCULINO;38;RS;ATIVO PERMANENTE;100.68;3020.70;0
FEMININO;83;GO;APOSENTADO;2174.34;7353.74;0
MASCULINO;77;SE;APOSENTADO;261.42;1803.42;0
MASCULINO;37;RS;ATIVO PERMANENTE;1137.54;12858.88;0
MASCULINO;65;MS;APOSENTADO;27.72;1636.10;0
FEMININO;36;RO;ATIVO PERMANENTE;2897.15;12625.62;0
FEMININO;37;RS;ATIVO PERMANENTE;37.06;1232.56;0
FEMININO;79;PB;APOSENTADO;395.62;26101.14;0
FEMININO;84;PB;APOSENTADO;337.94;947.61;0
FEMININO;52;DF;RESERVA CBM PM;2042.76;11839.10;0
FEMININO;74;RJ;BENEFICIARIO PENSAO;37.18;1916.02;0
FEMININO;74;RJ;BENEFICIARIO PENSAO;337.94;2216.64;0
FEMININO;36;CE;ATIVO PERMANENTE;1685.16;5041.90;0
MASCULINO;77;GO;APOSENTADO;1917.84;12076.80;0
FEMININO;39;RS;ATIVO PERMANENTE;142.06;4262.34;0
FEMININO;59;RJ;BENEFICIARIO PENSAO;521.02;1708.50;0
FEMININO;56;RJ;CEDIDO SUS LEI 8270;177.58;1251.64;0
MASCULINO;82;CE;APOSENTADO;214.50;2411.34;0
MASCULINO;38;RS;ATIVO PERMANENTE;2026.87;15973.20;0
FEMININO;40;BA;ATIVO PERMANENTE;2849.94;9118.18;0
MASCULINO;80;CE;APOSENTADO;557.64;12923.10;0
MASCULINO;81;SE;APOSENTADO;305.28;9158.82;0
FEMININO;36;MA;CELETISTA EMPREGADO;1381.36;2367.61;0
FEMININO;81;PE;APOSENTADO;503.05;6302.53;0
FEMININO;36;DF;ATIVO PERMANENTE;4114.52;12307.36;0
FEMININO;35;CE;ATIVO PERMANENTE;73.38;3853.95;0
MASCULINO;53;RJ;CEDIDO SUS LEI 8270;6.55;1627.08;0
FEMININO;55;RJ;BENEFICIARIO PENSAO;44.00;2288.48;0
MASCULINO;83;PA;APOSENTADO;1820.76;7850.20;0
FEMININO;59;RJ;BENEFICIARIO PENSAO;35.68;1726.62;0
MASCULINO;81;PA;APOSENTADO;264.84;7825.56;0
MASCULINO;37;CE;ATIVO PERMANENTE;35.67;1070.38;0
MASCULINO;78;GO;APOSENTADO;745.98;4745.96;0
MASCULINO;83;SE;APOSENTADO;261.42;1989.95;0
MASCULINO;38;GO;ATIVO PERMANENTE;525.29;6614.48;0
FEMININO;81;SE;APOSENTADO;989.12;14300.90;0
MASCULINO;77;PA;APOSENTADO;117.60;3513.27;0
FEMININO;31;DF;ATIVO PERMANENTE;172.83;10874.79;0
MASCULINO;37;DF;ATIVO PERMANENTE;1744.51;5335.89;0
FEMININO;79;SE;APOSENTADO;113.97;3419.16;0
FEMININO;82;GO;APOSENTADO;513.32;11082.00;0
FEMININO;76;PB;APOSENTADO;264.20;11036.74;0
MASCULINO;39;SE;NAO INFORMADO;1498.52;2462.50;0
FEMININO;56;RJ;BENEFICIARIO PENSAO;199.00;1814.64;0
FEMININO;37;GO;ATIVO PERMANENTE;106.80;3148.92;0
FEMININO;77;SE;APOSENTADO;204.30;6129.42;0
MASCULINO;82;CE;APOSENTADO;757.14;32495.82;0
FEMININO;69;DF;BENEFICIARIO PENSAO;1390.96;19267.18;0
MASCULINO;78;PE;ANIST PRIVADO L10559;632.06;13634.88;0
FEMININO;84;PE;APOSENTADO;372.99;8594.61;0
FEMININO;81;RJ;BENEFICIARIO PENSAO;318.82;1624.80;0
MASCULINO;50;RJ;ATIVO PERMANENTE;546.09;24086.61;0
FEMININO;47;MG;ATIVO PERMANENTE;8138.85;19207.92;0
FEMININO;38;MT;CONT PROF SUBSTITUTO;250.87;487.46;0
MASCULINO;37;PI;ATIVO PERMANENTE;1205.14;9532.95;0
MASCULINO;80;SE;APOSENTADO;274.16;8224.90;0
FEMININO;55;RJ;ATIVO PERMANENTE;666.00;1817.00;0
FEMININO;83;CE;APOSENTADO;156.78;6133.03;0
FEMININO;83;SE;APOSENTADO;60.99;1829.90;0
FEMININO;75;RJ;BENEFICIARIO PENSAO;637.36;1511.42;0
MASCULINO;47;MG;ATIVO PERMANENTE;127.63;3828.90;0
FEMININO;37;MT;ATIVO PERMANENTE;2839.44;4240.62;0
FEMININO;65;RJ;APOSENTADO;80.20;2406.01;0
FEMININO;76;RJ;APOSENTADO;54.44;3740.16;0
FEMININO;72;RJ;ANIST PRIVADO L10559;275.55;5580.66;0
FEMININO;84;RJ;APOSENTADO;1998.98;7418.80;0
MASCULINO;39;DF;ATIVO PERMANENTE;8733.75;27682.76;0
MASCULINO;82;SE;APOSENTADO;615.96;18479.01;0
FEMININO;57;RJ;ATIVO PERMANENTE;516.46;4183.76;0
FEMININO;41;RS;ATIVO PERMANENTE;127.63;3828.90;0
FEMININO;38;RS;ATIVO PERMANENTE;932.73;4989.81;0
FEMININO;37;MS;CELETISTA EMPREGADO;1768.58;2751.74;0
FEMININO;82;PE;APOSENTADO;499.44;21151.62;0
MASCULINO;38;RS;ATIVO PERMANENTE;3870.71;5907.50;0
MASCULINO;77;PE;APOSENTADO;458.02;13776.54;0
FEMININO;39;RS;ATIVO PERMANENTE;1874.44;5260.07;0
MASCULINO;39;SE;ATIVO PERMANENTE;733.50;2916.96;0
MASCULINO;31;AP;ATIVO PERMANENTE;1079.70;3067.12;0
FEMININO;84;MS;APOSENTADO;3433.23;5469.62;0
MASCULINO;50;RJ;APOSENTADO;5973.00;11875.20;0
MASCULINO;79;AL;APOSENTADO;244.52;7336.00;0
MASCULINO;83;CE;APOSENTADO;307.20;6769.67;0
MASCULINO;81;AL;APOSENTADO;531.83;3587.01;0
FEMININO;36;SP;ATIVO PERMANENTE;179.24;5377.42;0
MASCULINO;82;GO;APOSENTADO;2835.34;5704.95;0
MASCULINO;39;GO;ATIVO PERMANENTE;4432.70;6684.30;0
MASCULINO;38;DF;ATIVO PERMANENTE;2620.16;4974.68;0
MASCULINO;53;RJ;BENEFICIARIO PENSAO;35.80;1872.44;0
FEMININO;83;SE;APOSENTADO;6897.69;10076.13;0
FEMININO;35;CE;ATIVO PERMANENTE;2146.48;7820.55;0
FEMININO;51;ES;ATIVO PERMANENTE;4676.31;8047.66;0
FEMININO;37;SC;ATIVO PERMANENTE;122.18;3665.50;0
MASCULINO;82;GO;APOSENTADO;1979.32;27998.58;0
MASCULINO;38;DF;ATIVO PERMANENTE;1246.61;16474.97;0
MASCULINO;79;PR;APOSENTADO;180.96;5429.34;0
FEMININO;52;RJ;CEDIDO SUS LEI 8270;1734.21;4052.70;0
MASCULINO;37;RS;ATIVO PERMANENTE;90.84;6686.60;0
FEMININO;71;RJ;APOSENTADO;168.58;5057.60;0
FEMININO;39;BA;ATIVO PERMANENTE;4612.40;8138.67;0
FEMININO;40;BA;ATIVO PERMANENTE;1510.44;3650.46;0
MASCULINO;38;DF;ATIVO PERMANENTE;1011.09;7482.45;0
MASCULINO;37;SP;ATIVO PERMANENTE;1108.22;11435.02;0
MASCULINO;29;RR;NOMEADO CARGO COMIS;253.81;675.86;0
FEMININO;80;PR;APOSENTADO;1961.66;3215.54;0
MASCULINO;79;SE;APOSENTADO;634.48;5167.76;0
MASCULINO;35;PI;ATIVO PERMANENTE;3325.09;6241.72;0
FEMININO;81;SE;APOSENTADO;26.93;808.05;0
MASCULINO;31;PA;ATIVO PERMANENTE;770.28;2677.57;0
FEMININO;76;PE;APOSENTADO;303.85;17622.98;0
FEMININO;80;MG;BENEFICIARIO PENSAO;274.18;3016.78;0
FEMININO;76;SE;APOSENTADO;92.64;2779.33;0
FEMININO;79;PE;APOSENTADO;154.32;7401.88;0
FEMININO;52;RJ;ATIVO PERMANENTE;994.00;1552.18;0
FEMININO;82;RS;APOSENTADO;745.98;7359.27;0
FEMININO;81;PE;APOSENTADO;149.01;4761.69;0
FEMININO;68;RJ;BENEFICIARIO PENSAO;3950.40;11259.48;0
FEMININO;39;DF;ATIVO PERMANENTE;3061.99;6395.16;0
FEMININO;39;BA;ATIVO PERMANENTE;806.76;7422.24;0
MASCULINO;39;BA;ATIVO PERMANENTE;345.10;10353.34;0
MASCULINO;37;RS;ATIVO PERMANENTE;382.89;11486.70;0
FEMININO;41;BA;ATIVO PERMANENTE;2194.43;5332.56;0
FEMININO;77;SP;APOSENTADO;71.55;3199.70;0
FEMININO;78;SE;APOSENTADO;368.92;11053.10;0
MASCULINO;36;GO;ATIVO PERMANENTE;1484.85;12439.36;0
FEMININO;82;PA;APOSENTADO;2134.99;4058.72;0
MASCULINO;52;RJ;ATIVO PERMANENTE;3510.97;52339.96;0
FEMININO;73;SP;APOSENTADO;784.26;3661.88;0
FEMININO;47;MG;ATIVO PERMANENTE;1758.33;9562.77;0
FEMININO;38;GO;ATIVO PERMANENTE;1097.94;1486.80;0
FEMININO;56;RJ;ATIVO PERMANENTE;312.00;7176.98;0
FEMININO;83;RJ;APOSENTADO;261.42;1912.01;0
MASCULINO;62;AM;APOSENTADO;346.58;3601.29;0
FEMININO;84;PE;APOSENTADO;245.86;5073.16;0
FEMININO;38;SE;ATIVO PERMANENTE;1552.32;28684.50;0
FEMININO;80;SP;APOSENTADO;734.04;22021.36;0
FEMININO;74;PA;APOSENTADO;195.84;5875.20;0
FEMININO;40;SE;CELETISTA EMPREGADO;4029.66;14176.60;0
MASCULINO;51;RS;ATIVO PERMANENTE;1564.54;6084.42;0
FEMININO;46;MG;ATIVO PERMANENTE;234.20;10274.06;0
FEMININO;83;SE;APOSENTADO;22.88;3143.32;0
MASCULINO;83;SE;APOSENTADO;1709.13;16369.23;0
MASCULINO;81;CE;APOSENTADO;801.49;7697.20;0
MASCULINO;49;MG;ATIVO PERMANENTE;1786.87;4286.40;0
FEMININO;80;PB;BENEFICIARIO PENSAO;169.88;5354.46;0
MASCULINO;80;SE;APOSENTADO;5729.32;10974.84;0
MASCULINO;84;DF;APOSENTADO;182.03;6460.18;0
FEMININO;68;SP;APOSENTADO;45.76;1971.08;0
MASCULINO;52;RJ;APOSENTADO;624.48;18141.58;0
FEMININO;37;GO;CELETISTA EMPREGADO;3836.20;7566.52;0
MASCULINO;38;GO;ATIVO PERMANENTE;581.00;3017.13;0
FEMININO;40;BA;ATIVO PERMANENTE;1417.76;5909.26;0
FEMININO;55;SC;CELETISTA EMPREGADO;10788.86;41567.90;0
MASCULINO;77;SE;APOSENTADO;561.54;16786.76;0
MASCULINO;79;SE;APOSENTADO;261.42;1943.66;0
MASCULINO;79;RJ;APOSENTADO;9575.76;18877.62;0
FEMININO;79;AL;BENEFICIARIO PENSAO;119.86;4868.14;0
MASCULINO;36;DF;ATIVO PERMANENTE;2366.25;6603.66;0
MASCULINO;39;RS;ATIVO PERMANENTE;989.58;3272.76;0
MASCULINO;37;DF;ATIVO PERMANENTE;1289.80;2443.35;0
FEMININO;83;SE;APOSENTADO;162.89;4886.71;0
FEMININO;70;SP;ATIVO PERMANENTE;173.60;11666.94;0
MASCULINO;36;DF;ATIVO PERMANENTE;2166.40;7107.36;0
FEMININO;84;MS;APOSENTADO;213.00;3825.18;0
MASCULINO;81;RJ;APOSENTADO;399.75;25797.00;0
MASCULINO;82;DF;APOSENTADO;40.00;2021.06;0
MASCULINO;83;RJ;BENEFICIARIO PENSAO;158.00;2233.08;0
MASCULINO;40;RS;ATIVO PERMANENTE;1424.56;5229.30;0
MASCULINO;78;MS;APOSENTADO;1181.84;2690.54;0
MASCULINO;82;PE;APOSENTADO;5154.73;7172.67;0
FEMININO;83;RJ;APOSENTADO;165.80;4891.22;0
FEMININO;36;GO;ATIVO PERMANENTE;2370.57;6509.84;0
MASCULINO;82;CE;APOSENTADO;222.63;5122.62;0
MASCULINO;82;PE;APOSENTADO;678.53;15671.87;0
FEMININO;37;GO;ATIVO PERMANENTE;1703.98;4075.12;0
FEMININO;47;BA;ATIVO PERMANENTE;927.88;4628.48;0
MASCULINO;38;PR;CELETISTA EMPREGADO;626.10;1938.87;0
FEMININO;46;MG;ATIVO PERMANENTE;1796.16;8102.85;0
MASCULINO;38;MG;ATIVO PERMANENTE;589.18;7018.85;0
MASCULINO;76;PB;APOSENTADO;330.80;1421.69;0
MASCULINO;49;RJ;CEDIDO SUS LEI 8270;3317.09;5267.19;0
MASCULINO;32;DF;ATIVO PERMANENTE;1094.95;17829.60;0
FEMININO;81;CE;BENEFICIARIO PENSAO;28.07;535.70;0
MASCULINO;84;GO;APOSENTADO;5016.15;7692.66;0
FEMININO;82;SE;APOSENTADO;1109.55;3812.71;0
MASCULINO;37;DF;ATIVO PERMANENTE;116.38;1642.56;0
MASCULINO;83;PA;APOSENTADO;721.43;5721.84;0
FEMININO;82;PA;APOSENTADO;1443.74;9879.69;0
FEMININO;82;CE;APOSENTADO;1927.70;6154.18;0
MASCULINO;80;PE;APOSENTADO;7344.11;17749.92;0
FEMININO;54;RJ;BENEFICIARIO PENSAO;493.12;9787.00;0
MASCULINO;77;SC;APOSENTADO;1680.18;8914.44;0
FEMININO;37;GO;ATIVO PERMANENTE;4959.04;16938.80;0
FEMININO;34;DF;ATIVO PERMANENTE;215.00;14307.96;0
MASCULINO;39;TO;ATIVO PERMANENTE;685.94;6971.86;0
MASCULINO;76;PR;APOSENTADO;48.00;6064.87;0
MASCULINO;81;SC;APOSENTADO;281.28;5908.19;0
FEMININO;39;SE;CELETISTA EMPREGADO;2266.70;7352.68;0
MASCULINO;61;PR;APOSENTADO;1116.82;4059.85;0
MASCULINO;43;SP;ATIVO PERMANENTE;1904.91;7514.67;0
MASCULINO;38;SE;NAO INFORMADO;3175.72;6181.20;0
FEMININO;66;MG;BENEFICIARIO PENSAO;337.94;2000.12;0
FEMININO;82;SE;APOSENTADO;60.83;3506.43;0
MASCULINO;47;BA;CELETISTA EMPREGADO;5969.09;77895.50;0
FEMININO;70;MG;BENEFICIARIO PENSAO;475.94;989.63;0
FEMININO;82;RN;APOSENTADO;124.33;7944.47;0
FEMININO;72;MG;BENEFICIARIO PENSAO;353.88;1643.54;0
MASCULINO;47;MG;ATIVO PERMANENTE;728.80;1515.80;0
FEMININO;83;ES;APOSENTADO;241.00;2514.80;0
FEMININO;52;MG;ATIVO PERMANENTE;2460.00;11394.72;0
FEMININO;68;MG;BENEFICIARIO PENSAO;1115.12;2030.72;0
MASCULINO;50;MG;ATIVO PERMANENTE;681.92;7368.82;0
FEMININO;46;BA;ATIVO PERMANENTE;946.69;4030.88;0
MASCULINO;84;RN;APOSENTADO;786.34;15126.93;0
MASCULINO;47;DF;NAO INFORMADO;1069.50;8165.45;0
MASCULINO;47;DF;ATIVO PERMANENTE;2910.58;47274.26;0
FEMININO;76;MG;BENEFICIARIO PENSAO;1262.77;2832.50;0
FEMININO;47;MG;ATIVO PERMANENTE;2082.20;7781.91;0
FEMININO;64;SP;APOSENTADO;71.41;2142.25;0
FEMININO;69;RS;BENEFICIARIO PENSAO;1621.50;3226.08;0
MASCULINO;83;SC;APOSENTADO;7298.15;23707.42;0
FEMININO;64;MG;BENEFICIARIO PENSAO;1234.44;3288.40;0
FEMININO;45;MG;ATIVO PERMANENTE;2014.32;22281.20;0
FEMININO;39;TO;ATIVO PERMANENTE;111.87;4915.88;0
FEMININO;81;SE;APOSENTADO;682.89;20487.39;0
FEMININO;84;MG;BENEFICIARIO PENSAO;1234.44;2109.28;0
FEMININO;81;CE;APOSENTADO;1532.39;18866.31;0
FEMININO;53;RJ;BENEFICIARIO PENSAO;813.70;2338.90;0
MASCULINO;36;SP;ATIVO PERMANENTE;868.44;10342.32;0
MASCULINO;33;MT;ATIVO PERMANENTE;153.99;4620.09;0
MASCULINO;81;SC;APOSENTADO;130.02;3900.71;0
MASCULINO;52;RJ;ATIVO PERMANENTE;253.17;670.13;0
FEMININO;33;RS;ATIVO PERMANENTE;69.04;1212.75;0
FEMININO;80;PA;BENEFICIARIO PENSAO;1141.73;11585.35;0
FEMININO;37;MT;ATIVO PERMANENTE;1230.46;18876.49;0
FEMININO;79;PE;APOSENTADO;29.85;1109.22;0
MASCULINO;35;DF;ATIVO PERMANENTE;2372.26;18545.71;0
FEMININO;68;RJ;APOSENTADO;3738.93;7379.43;0
FEMININO;45;MG;ATIVO PERMANENTE;2405.02;3507.87;0
MASCULINO;36;SP;ATIVO PERMANENTE;2607.08;4940.08;0
MASCULINO;40;BA;ATIVO PERMANENTE;5141.02;-205.80;1
MASCULINO;38;MS;ATIVO PERMANENTE;3936.76;3920.42;1
FEMININO;46;MG;ATIVO PERMANENTE;12828.90;-4262.40;1
FEMININO;32;RR;CONTRATO TEMPORARIO;1085.96;156.05;1
FEMININO;54;RJ;BENEFICIARIO PENSAO;4248.50;-493.86;1
MASCULINO;86;SP;APOSENTADO;1358.57;1117.00;1
MASCULINO;57;RJ;CEDIDO SUS LEI 8270;2861.64;0.00;1
FEMININO;94;PA;APOSENTADO;9324.48;-1440.54;1
FEMININO;31;RJ;ATIVO PERMANENTE;3987.24;-3088.31;1
FEMININO;55;RJ;BENEFICIARIO PENSAO;2647.71;-4310.40;1
FEMININO;32;AM;ATIVO PERMANENTE;5458.29;-2129.98;1
FEMININO;53;RJ;BENEFICIARIO PENSAO;2783.52;-2898.00;1
FEMININO;40;MA;CELETISTA EMPREGADO;1084.41;170.99;1
MASCULINO;57;RJ;CEDIDO SUS LEI 8270;5170.67;-6822.96;1
MASCULINO;57;RJ;ATIVO PERMANENTE;1583.69;417.55;1
FEMININO;37;DF;BENEFICIARIO PENSAO;2064.42;-1443.50;1
FEMININO;55;RJ;ATIVO PERMANENTE;1842.45;-2132.64;1
MASCULINO;35;DF;ATIVO PERMANENTE;1329.37;118.34;1
FEMININO;78;PA;APOSENTADO;4385.54;3329.58;1
FEMININO;37;MS;ATIVO PERMANENTE;5601.20;5622.82;1
FEMININO;37;RO;ATIVO PERMANENTE;9630.08;-2308.56;1
FEMININO;33;DF;ATIVO PERMANENTE;5035.88;-2045.61;1
FEMININO;37;DF;ATIVO PERMANENTE;3418.52;2402.46;1
FEMININO;61;RJ;BENEFICIARIO PENSAO;2284.64;-449.12;1
FEMININO;72;RJ;BENEFICIARIO PENSAO;2341.52;1278.08;1
FEMININO;73;RJ;BENEFICIARIO PENSAO;1543.78;-765.70;1
FEMININO;85;PA;APOSENTADO;2650.37;2152.92;1
FEMININO;38;RS;CELETISTA EMPREGADO;5872.68;911.50;1
MASCULINO;41;BA;ATIVO PERMANENTE;4571.54;2738.84;1
FEMININO;53;RJ;BENEFICIARIO PENSAO;2391.36;-24.98;1
FEMININO;81;RS;BENEFICIARIO PENSAO;1112.55;1426.72;1
FEMININO;55;RJ;ATIVO PERMANENTE;12305.22;-1345.62;1
MASCULINO;77;PA;APOSENTADO;18142.06;9673.12;1
FEMININO;80;RJ;BENEFICIARIO PENSAO;733.44;81.64;1
MASCULINO;40;BA;ATIVO PERMANENTE;8727.54;-1139.76;1
