"sexo","idade","uf","situacao_funcional","tipo_contrato","pmt_valor","margem_saldo","conceder"
MASCULINO,25,AP,ATIVO PERMANENTE,ESTAVEL,1443.91,-825.50,1
MASCULINO,25,AP,ATIVO PERMANENTE,ESTAVEL,2404.46,-505.84,1
MASCULINO,31,AP,ATIVO PERMANENTE,ESTAVEL,1744.85,0.00,1
MASCULINO,39,DF,ATIVO PERMANENTE,ESTAVEL,2276.11,553.44,1
MASCULINO,39,DF,ATIVO PERMANENTE,ESTAVEL,1176.40,217.22,1
MASCULINO,37,PI,ATIVO PERMANENTE,ESTAVEL,1118.02,1930.84,0
FEMININO,67,MG,BENEFICIARIO PENSAO,NAO ESTAVEL,337.94,321.32,1
FEMININO,53,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,829.84,-292.98,1
FEMININO,85,PE,APOSENTADO,ESTAVEL,375.90,2079.51,1
FEMININO,85,PE,APOSENTADO,ESTAVEL,697.80,6700.20,1
FEMININO,88,BA,APOSENTADO,ESTAVEL,522.84,4430.84,1
MASCULINO,38,DF,ATIVO PERMANENTE,ESTAVEL,1999.40,3113.94,0
FEMININO,38,DF,ATIVO PERMANENTE,ESTAVEL,1717.75,1325.40,1
FEMININO,38,DF,ATIVO PERMANENTE,ESTAVEL,3143.50,6157.60,0
FEMININO,53,TO,APOSENTADO,ESTAVEL,16694.63,19.80,1
FEMININO,53,TO,APOSENTADO,ESTAVEL,8408.83,212.12,1
MASCULINO,82,PE,APOSENTADO,ESTAVEL,3491.68,1119.66,1
MASCULINO,82,PE,APOSENTADO,ESTAVEL,3500.64,3144.57,1
MASCULINO,37,GO,NAO INFORMADO,ESTAVEL,265.91,-67.40,1
MASCULINO,45,MG,ATIVO PERMANENTE,ESTAVEL,1255.25,1800.18,0
FEMININO,80,RJ,APOSENTADO,ESTAVEL,32.10,1490.64,0
FEMININO,87,PR,APOSENTADO,ESTAVEL,1824.88,9047.96,1
FEMININO,87,PR,APOSENTADO,ESTAVEL,1993.44,19423.40,1
MASCULINO,37,BA,ATIVO PERMANENTE,ESTAVEL,1565.18,2527.02,0
FEMININO,60,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,408.30,-288.54,1
FEMININO,60,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,356.70,17.55,1
FEMININO,38,TO,ATIVO PERMANENTE,ESTAVEL,2544.03,674.75,1
FEMININO,38,TO,ATIVO PERMANENTE,ESTAVEL,1610.99,1493.50,1
FEMININO,84,DF,BENEFICIARIO PENSAO,NAO ESTAVEL,2015.57,4159.94,0
FEMININO,84,DF,BENEFICIARIO PENSAO,NAO ESTAVEL,1995.23,4200.62,0
MASCULINO,26,MG,ATIVO PERMANENTE,ESTAVEL,3690.58,223.40,1
MASCULINO,37,DF,ATIVO PERMANENTE,ESTAVEL,2537.21,13220.64,0
MASCULINO,36,DF,NAO INFORMADO,ESTAVEL,1491.05,158.94,1
MASCULINO,36,DF,NAO INFORMADO,ESTAVEL,1607.43,2021.40,1
MASCULINO,79,PA,APOSENTADO,ESTAVEL,10578.40,-5649.02,1
MASCULINO,79,PA,APOSENTADO,ESTAVEL,9130.27,-1860.10,1
FEMININO,30,DF,ATIVO PERMANENTE,ESTAVEL,605.31,4639.62,0
FEMININO,30,DF,ATIVO PERMANENTE,ESTAVEL,388.79,2388.84,0
FEMININO,90,RJ,APOSENTADO,ESTAVEL,1289.63,5576.15,1
FEMININO,90,RJ,APOSENTADO,ESTAVEL,1220.72,5638.65,1
MASCULINO,47,RJ,ATIVO PERMANENTE,ESTAVEL,371.03,10620.09,0
MASCULINO,32,RR,NAO INFORMADO,ESTAVEL,991.13,5731.53,0
FEMININO,44,MG,ATIVO PERMANENTE,ESTAVEL,601.74,21942.55,0
FEMININO,44,MG,ATIVO PERMANENTE,ESTAVEL,886.82,13626.45,0
MASCULINO,44,MG,ATIVO PERMANENTE,ESTAVEL,8844.50,-2850.33,1
MASCULINO,37,PE,CELETISTA EMPREGADO,ESTAVEL,12865.58,930.24,1
FEMININO,91,BA,APOSENTADO,ESTAVEL,167.70,15714.46,1
FEMININO,91,BA,APOSENTADO,ESTAVEL,71.80,7869.28,1
FEMININO,94,GO,APOSENTADO,ESTAVEL,3733.94,925.72,1
FEMININO,94,GO,APOSENTADO,NAO ESTAVEL,1966.38,462.86,1
FEMININO,94,GO,BENEFICIARIO PENSAO,ESTAVEL,2672.08,763.96,1
FEMININO,94,GO,BENEFICIARIO PENSAO,NAO ESTAVEL,1966.38,381.98,1
FEMININO,39,RS,CELETISTA EMPREGADO,ESTAVEL,199.00,-613.92,1
FEMININO,39,RS,CELETISTA EMPREGADO,ESTAVEL,943.26,-1835.16,1
MASCULINO,38,DF,ATIVO PERMANENTE,ESTAVEL,136.00,9811.68,0
MASCULINO,86,CE,APOSENTADO,ESTAVEL,10873.70,25355.20,1
MASCULINO,82,MG,APOSENTADO,ESTAVEL,46.00,19059.08,0
MASCULINO,54,RJ,CEDIDO SUS LEI 8270,ESTAVEL,1261.33,1349.28,1
MASCULINO,54,RJ,CEDIDO SUS LEI 8270,ESTAVEL,1219.39,983.40,1
FEMININO,56,RJ,ATIVO PERMANENTE,ESTAVEL,1457.35,-193.66,1
FEMININO,103,DF,APOSENTADO,ESTAVEL,4124.97,3684.30,1
FEMININO,79,PA,BENEFICIARIO PENSAO,NAO ESTAVEL,42.00,5185.98,0
FEMININO,79,PA,BENEFICIARIO PENSAO,NAO ESTAVEL,42.00,5227.98,0
FEMININO,49,RJ,ATIVO PERMANENTE,ESTAVEL,1781.27,-923.02,1
FEMININO,49,RJ,NAO INFORMADO,ESTAVEL,113.66,0.00,1
MASCULINO,38,CE,ATIVO PERMANENTE,ESTAVEL,6181.34,-5939.04,1
FEMININO,87,DF,APOSENTADO,ESTAVEL,3507.01,7208.01,1
FEMININO,87,DF,APOSENTADO,ESTAVEL,2960.05,3686.08,1
MASCULINO,89,PA,APOSENTADO,ESTAVEL,260.80,7824.10,1
FEMININO,66,SP,APOSENTADO,ESTAVEL,168.97,1114.76,0
FEMININO,54,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,1423.62,-669.68,1
FEMININO,31,AM,ATIVO PERMANENTE,ESTAVEL,2338.02,116.14,1
MASCULINO,82,DF,APOSENTADO,ESTAVEL,10206.68,13191.50,1
MASCULINO,82,DF,APOSENTADO,ESTAVEL,8324.08,15584.91,0
MASCULINO,87,BA,APOSENTADO,ESTAVEL,61.72,2911.52,1
MASCULINO,87,BA,APOSENTADO,ESTAVEL,61.72,16382.16,1
MASCULINO,81,PR,APOSENTADO,ESTAVEL,261.42,1936.75,0
MASCULINO,81,PR,APOSENTADO,ESTAVEL,457.92,5859.75,0
MASCULINO,32,PA,ATIVO PERMANENTE,ESTAVEL,1143.07,-307.16,1
MASCULINO,32,PA,ATIVO PERMANENTE,ESTAVEL,2625.90,1535.60,1
MASCULINO,78,CE,APOSENTADO,ESTAVEL,400.42,9426.51,0
MASCULINO,78,CE,APOSENTADO,ESTAVEL,467.90,29766.12,0
MASCULINO,75,PE,APOSENTADO,ESTAVEL,187.70,3666.74,0
FEMININO,58,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,1325.66,3596.32,0
FEMININO,42,RS,CELETISTA EMPREGADO,ESTAVEL,650.08,325.41,1
MASCULINO,93,SE,APOSENTADO,ESTAVEL,344.77,23907.64,1
FEMININO,38,CE,CELETISTA EMPREGADO,ESTAVEL,1522.12,446.76,1
FEMININO,38,CE,CELETISTA EMPREGADO,ESTAVEL,1704.77,2922.80,0
FEMININO,39,RS,ATIVO PERMANENTE,ESTAVEL,4431.24,-543.15,1
FEMININO,64,SP,APOSENTADO,ESTAVEL,6818.62,-4386.75,1
FEMININO,82,MG,APOSENTADO,ESTAVEL,30.80,2121.88,0
FEMININO,78,SP,APOSENTADO,ESTAVEL,784.26,5464.32,0
FEMININO,53,PR,BENEFICIARIO PENSAO,NAO ESTAVEL,1663.60,-916.40,1
FEMININO,51,PE,BENEFICIARIO PENSAO,NAO ESTAVEL,1663.60,-687.30,1
MASCULINO,52,RJ,ATIVO PERMANENTE,ESTAVEL,2389.99,-2238.84,1
FEMININO,52,RJ,ATIVO PERMANENTE,ESTAVEL,1092.16,32764.44,0
MASCULINO,39,GO,ATIVO PERMANENTE,ESTAVEL,6177.06,32600.25,0
FEMININO,81,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,516.14,1548.08,0
FEMININO,54,CE,BENEFICIARIO PENSAO,NAO ESTAVEL,2400.46,-579.24,1
FEMININO,47,RJ,CEDIDO SUS LEI 8270,ESTAVEL,1824.14,5194.14,0
FEMININO,39,RS,CELETISTA EMPREGADO,ESTAVEL,150.76,1281.79,0
FEMININO,39,RS,CELETISTA EMPREGADO,ESTAVEL,301.52,2573.10,0
FEMININO,92,PE,APOSENTADO,ESTAVEL,251.64,1965.60,1
MASCULINO,81,DF,APOSENTADO,ESTAVEL,26.34,8981.08,0
FEMININO,30,AP,ATIVO PERMANENTE,ESTAVEL,1396.60,9057.20,0
FEMININO,88,PA,APOSENTADO,ESTAVEL,288.82,872.52,1
FEMININO,40,RS,CELETISTA EMPREGADO,ESTAVEL,909.75,569.40,1
FEMININO,31,AP,ATIVO PERMANENTE,ESTAVEL,4081.94,2998.12,1
FEMININO,88,PR,APOSENTADO,ESTAVEL,618.84,10178.16,1
MASCULINO,38,MS,ATIVO PERMANENTE,ESTAVEL,1551.13,0.00,1
MASCULINO,38,MS,ATIVO PERMANENTE,ESTAVEL,1160.86,828.60,1
FEMININO,37,MA,ATIVO PERMANENTE,ESTAVEL,932.99,400.42,1
FEMININO,37,MA,ATIVO PERMANENTE,ESTAVEL,932.99,1079.69,1
MASCULINO,37,GO,ATIVO PERMANENTE,ESTAVEL,118.00,3540.03,0
FEMININO,38,SC,ATIVO PERMANENTE,ESTAVEL,490.88,14726.52,0
MASCULINO,41,DF,ATIVO PERMANENTE,ESTAVEL,6903.90,3218.38,1
MASCULINO,39,DF,CELETISTA EMPREGADO,ESTAVEL,1120.38,15846.15,0
MASCULINO,39,DF,CELETISTA EMPREGADO,ESTAVEL,1120.38,18124.05,0
FEMININO,62,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,781.50,-16.76,1
FEMININO,69,MT,BENEFICIARIO PENSAO,NAO ESTAVEL,199.00,6128.86,0
FEMININO,61,RJ,ATIVO PERMANENTE,ESTAVEL,3146.67,-2710.98,1
MASCULINO,37,RS,CELETISTA EMPREGADO,ESTAVEL,2092.68,-530.40,1
MASCULINO,37,RS,CELETISTA EMPREGADO,ESTAVEL,1106.45,165.04,1
FEMININO,71,SP,APOSENTADO,ESTAVEL,3880.26,1717.68,1
FEMININO,85,PE,APOSENTADO,ESTAVEL,6303.30,19718.60,1
FEMININO,79,MS,BENEFICIARIO PENSAO,NAO ESTAVEL,517.94,3515.80,0
FEMININO,86,MG,APOSENTADO,ESTAVEL,3407.28,2478.32,1
FEMININO,51,DF,ATIVO PERMANENTE,ESTAVEL,7293.39,2945.01,1
MASCULINO,41,RS,ATIVO PERMANENTE,ESTAVEL,4369.56,-10218.44,1
FEMININO,75,PA,APOSENTADO,ESTAVEL,22390.25,-37355.92,1
MASCULINO,61,ES,APOSENTADO,ESTAVEL,3427.92,-2235.69,1
FEMININO,32,AC,ATIVO PERMANENTE,ESTAVEL,1909.03,-3073.40,1
FEMININO,83,BA,APOSENTADO,ESTAVEL,248.66,5023.16,0
MASCULINO,31,AP,CELETISTA EMPREGADO,ESTAVEL,3372.10,621.20,1
FEMININO,91,PE,APOSENTADO,ESTAVEL,2196.31,1744.74,1
FEMININO,82,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,1005.88,2211.54,0
FEMININO,85,BA,BENEFICIARIO PENSAO,NAO ESTAVEL,1647.59,2031.90,1
FEMININO,85,BA,BENEFICIARIO PENSAO,NAO ESTAVEL,1625.99,1397.80,1
MASCULINO,84,PA,APOSENTADO,ESTAVEL,240.70,7221.32,0
FEMININO,47,PR,CELETISTA EMPREGADO,ESTAVEL,43.37,54.90,1
FEMININO,47,PR,CELETISTA EMPREGADO,ESTAVEL,1049.90,667.34,1
FEMININO,80,DF,APOSENTADO,ESTAVEL,207.65,2960.66,0
FEMININO,80,DF,APOSENTADO,ESTAVEL,295.31,31290.08,0
FEMININO,40,RS,CELETISTA EMPREGADO,ESTAVEL,1092.65,319.30,1
FEMININO,40,RS,CELETISTA EMPREGADO,ESTAVEL,1092.65,364.76,1
FEMININO,43,RS,ATIVO PERMANENTE,ESTAVEL,4080.81,-709.66,1
FEMININO,43,RS,ATIVO PERMANENTE,ESTAVEL,2258.88,878.80,1
FEMININO,87,PE,APOSENTADO,ESTAVEL,1405.67,2899.74,1
MASCULINO,54,SP,CEDIDO SUS LEI 8270,ESTAVEL,2697.20,2416.15,1
FEMININO,70,SP,APOSENTADO,ESTAVEL,6224.78,-111.91,1
FEMININO,97,PE,APOSENTADO,ESTAVEL,847.10,807.49,1
FEMININO,97,PE,APOSENTADO,ESTAVEL,1694.20,4115.52,1
FEMININO,79,BA,BENEFICIARIO PENSAO,NAO ESTAVEL,337.94,2062.22,0
FEMININO,55,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,892.64,-670.08,1
FEMININO,37,RS,CELETISTA EMPREGADO,ESTAVEL,1235.56,3263.31,0
FEMININO,37,RS,CELETISTA EMPREGADO,ESTAVEL,905.81,3578.37,0
FEMININO,79,SP,APOSENTADO,ESTAVEL,2605.44,-1979.52,1
FEMININO,79,SP,APOSENTADO,ESTAVEL,1562.20,-171.75,1
MASCULINO,44,RN,CELETISTA EMPREGADO,ESTAVEL,999.80,793.85,1
MASCULINO,43,RN,ATIVO PERMANENTE,ESTAVEL,49.55,4928.02,0
FEMININO,37,DF,ATIVO PERMANENTE,ESTAVEL,5648.58,-1070.48,1
MASCULINO,53,RJ,APOSENTADO,ESTAVEL,2297.89,9213.30,0
FEMININO,47,RN,ATIVO PERMANENTE,ESTAVEL,1485.62,0.00,1
FEMININO,65,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,1409.82,-2021.58,1
MASCULINO,52,BA,CEDIDO SUS LEI 8270,ESTAVEL,435.55,24.76,1
MASCULINO,52,BA,CEDIDO SUS LEI 8270,ESTAVEL,3191.45,33.95,1
FEMININO,58,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,149.23,-138.75,1
FEMININO,58,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,149.23,5.48,1
MASCULINO,88,BA,APOSENTADO,ESTAVEL,156.91,8635.71,1
MASCULINO,38,DF,ATIVO PERMANENTE,ESTAVEL,465.52,12076.36,0
FEMININO,44,PR,ATIVO PERMANENTE,ESTAVEL,1418.40,1273.74,1
FEMININO,38,DF,ATIVO PERMANENTE,ESTAVEL,727.78,4117.52,0
MASCULINO,46,RN,ATIVO PERMANENTE,ESTAVEL,1885.84,-10834.24,1
FEMININO,89,BA,APOSENTADO,ESTAVEL,186.26,8412.24,1
FEMININO,89,BA,APOSENTADO,ESTAVEL,217.82,15197.21,1
MASCULINO,83,DF,APOSENTADO,ESTAVEL,280.55,7159.72,0
MASCULINO,83,DF,APOSENTADO,ESTAVEL,295.56,24086.61,0
MASCULINO,36,RJ,ATIVO PERMANENTE,ESTAVEL,10293.94,-9001.41,1
FEMININO,37,RS,ATIVO PERMANENTE,ESTAVEL,94.38,5807.78,0
MASCULINO,47,RN,CEDIDO SUS LEI 8270,ESTAVEL,54.17,1374.56,0
FEMININO,53,RJ,CEDIDO SUS LEI 8270,ESTAVEL,2287.58,-1369.28,1
FEMININO,80,RN,BENEFICIARIO PENSAO,NAO ESTAVEL,2402.46,7.20,1
FEMININO,36,DF,ATIVO PERMANENTE,ESTAVEL,4246.01,1962.87,1
FEMININO,54,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,2741.72,-3284.28,1
MASCULINO,84,RJ,APOSENTADO,ESTAVEL,53.03,7946.10,0
MASCULINO,82,MG,APOSENTADO,ESTAVEL,99.00,12970.23,0
FEMININO,88,PE,APOSENTADO,ESTAVEL,354.94,12501.72,1
FEMININO,91,PE,APOSENTADO,ESTAVEL,298.61,8801.25,1
FEMININO,91,PE,APOSENTADO,ESTAVEL,422.07,17766.50,1
MASCULINO,93,DF,APOSENTADO,ESTAVEL,8922.00,27051.20,1
FEMININO,59,MG,BENEFICIARIO PENSAO,NAO ESTAVEL,2179.24,-1858.92,1
FEMININO,91,PE,APOSENTADO,ESTAVEL,51.88,7209.66,1
FEMININO,53,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,4364.08,-3288.60,1
FEMININO,70,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,1244.96,18.44,1
MASCULINO,53,TO,ATIVO PERMANENTE,ESTAVEL,328.04,-1627.36,1
MASCULINO,39,RS,ATIVO PERMANENTE,ESTAVEL,1870.12,2413.12,1
MASCULINO,39,RS,ATIVO PERMANENTE,ESTAVEL,2099.99,1657.50,1
MASCULINO,32,AM,ATIVO PERMANENTE,ESTAVEL,1242.52,4165.95,0
MASCULINO,32,AM,ATIVO PERMANENTE,ESTAVEL,1208.55,2845.24,0
FEMININO,95,DF,APOSENTADO,ESTAVEL,3251.98,20818.96,1
FEMININO,95,DF,BENEFICIARIO PENSAO,ESTAVEL,3251.98,4356.04,1
FEMININO,51,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,2350.22,5432.52,0
MASCULINO,55,RJ,ATIVO PERMANENTE,ESTAVEL,4042.44,-4549.70,1
FEMININO,53,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,895.60,-242.96,1
FEMININO,93,RJ,APOSENTADO,ESTAVEL,99.01,1580.71,1
FEMININO,93,RJ,APOSENTADO,ESTAVEL,86.10,1593.62,1
FEMININO,37,GO,ATIVO PERMANENTE,ESTAVEL,1941.77,-6339.41,1
FEMININO,37,GO,ATIVO PERMANENTE,ESTAVEL,4297.16,-6466.40,1
FEMININO,52,RJ,ATIVO PERMANENTE,ESTAVEL,3715.92,-1055.46,1
FEMININO,52,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,5293.78,861.24,1
FEMININO,71,DF,BENEFICIARIO PENSAO,NAO ESTAVEL,3251.98,4820.16,0
FEMININO,38,DF,ATIVO PERMANENTE,ESTAVEL,1558.93,-644.55,1
FEMININO,38,DF,ATIVO PERMANENTE,ESTAVEL,1690.56,-827.56,1
FEMININO,81,PR,APOSENTADO,ESTAVEL,586.70,5974.29,0
FEMININO,87,PE,APOSENTADO,ESTAVEL,208.22,9092.72,1
FEMININO,87,PE,BENEFICIARIO PENSAO,ESTAVEL,104.11,756.25,1
FEMININO,87,PE,BENEFICIARIO PENSAO,ESTAVEL,104.11,803.43,1
FEMININO,47,BA,BENEFICIARIO PENSAO,NAO ESTAVEL,729.26,8.16,1
MASCULINO,38,DF,NAO INFORMADO,ESTAVEL,2378.73,1023.40,1
MASCULINO,38,DF,NAO INFORMADO,ESTAVEL,2378.73,1971.97,1
MASCULINO,52,RJ,ATIVO PERMANENTE,ESTAVEL,383.16,18065.82,0
MASCULINO,52,RJ,ATIVO PERMANENTE,ESTAVEL,383.16,18377.86,0
MASCULINO,87,PE,APOSENTADO,ESTAVEL,83.85,3099.95,1
MASCULINO,87,PE,APOSENTADO,ESTAVEL,143.60,6224.00,1
MASCULINO,87,PE,BENEFICIARIO PENSAO,ESTAVEL,155.65,8623.10,1
MASCULINO,36,DF,ATIVO PERMANENTE,ESTAVEL,215.00,14023.18,0
MASCULINO,51,RJ,NAO INFORMADO,ESTAVEL,1717.80,-966.50,1
FEMININO,78,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,5569.58,11.64,1
FEMININO,43,RS,CELETISTA EMPREGADO,ESTAVEL,3671.94,8198.64,0
FEMININO,43,RS,CELETISTA EMPREGADO,ESTAVEL,3671.94,8277.78,0
FEMININO,73,BA,BENEFICIARIO PENSAO,NAO ESTAVEL,2145.32,36.00,1
MASCULINO,51,RJ,CEDIDO SUS LEI 8270,ESTAVEL,3841.98,-15851.84,1
MASCULINO,85,CE,APOSENTADO,ESTAVEL,11581.61,48781.98,1
MASCULINO,85,CE,BENEFICIARIO PENSAO,ESTAVEL,8381.94,83999.80,1
FEMININO,52,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,461.32,1672.52,0
MASCULINO,85,PE,APOSENTADO,ESTAVEL,252.70,10083.56,1
FEMININO,91,PE,APOSENTADO,ESTAVEL,3060.00,139.02,1
FEMININO,91,PE,APOSENTADO,ESTAVEL,5622.68,9998.40,1
FEMININO,75,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,2700.52,-2335.48,1
FEMININO,89,PE,APOSENTADO,ESTAVEL,3668.70,10558.74,1
MASCULINO,95,CE,APOSENTADO,ESTAVEL,3217.51,4867.28,1
MASCULINO,95,CE,APOSENTADO,ESTAVEL,4223.07,6533.40,1
FEMININO,91,PA,APOSENTADO,ESTAVEL,560.21,2607.04,1
FEMININO,91,PA,APOSENTADO,ESTAVEL,1678.76,17744.00,1
FEMININO,31,PA,ATIVO PERMANENTE,ESTAVEL,2363.84,1803.04,1
FEMININO,55,RJ,CEDIDO SUS LEI 8270,ESTAVEL,1484.38,298.50,1
FEMININO,55,RJ,CEDIDO SUS LEI 8270,ESTAVEL,1455.51,1080.27,1
FEMININO,72,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,551.62,1571.28,0
FEMININO,41,SC,ATIVO PERMANENTE,ESTAVEL,987.32,-58.34,1
FEMININO,91,MG,APOSENTADO,ESTAVEL,830.26,10091.35,1
FEMININO,91,MG,APOSENTADO,ESTAVEL,284.42,9172.96,1
MASCULINO,37,GO,ATIVO PERMANENTE,ESTAVEL,11413.16,-14265.40,1
MASCULINO,89,PE,APOSENTADO,ESTAVEL,348.44,19253.24,1
MASCULINO,89,PE,APOSENTADO,ESTAVEL,177.70,10423.42,1
MASCULINO,89,PE,APOSENTADO,ESTAVEL,170.74,10437.34,1
FEMININO,33,AM,ATIVO PERMANENTE,ESTAVEL,2599.16,-594.12,1
FEMININO,36,PI,ATIVO PERMANENTE,ESTAVEL,176.01,6393.51,0
FEMININO,91,PB,APOSENTADO,ESTAVEL,1588.13,0.00,1
FEMININO,54,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,1258.28,-832.50,1
FEMININO,90,DF,APOSENTADO,ESTAVEL,823.28,24228.96,1
FEMININO,90,DF,APOSENTADO,ESTAVEL,3051.32,25343.08,1
FEMININO,90,DF,BENEFICIARIO PENSAO,ESTAVEL,2188.43,9955.64,1
FEMININO,90,DF,BENEFICIARIO PENSAO,ESTAVEL,1910.83,9956.80,1
MASCULINO,32,AM,ATIVO PERMANENTE,ESTAVEL,5058.99,4023.18,1
MASCULINO,32,AM,ATIVO PERMANENTE,ESTAVEL,1468.56,1423.34,1
MASCULINO,39,PI,ATIVO PERMANENTE,ESTAVEL,798.16,271.19,1
MASCULINO,39,PI,ATIVO PERMANENTE,ESTAVEL,798.16,312.89,1
FEMININO,48,MG,ATIVO PERMANENTE,ESTAVEL,2234.68,2429.31,1
MASCULINO,39,RS,ATIVO PERMANENTE,ESTAVEL,2916.40,1.12,1
FEMININO,43,RS,ATIVO PERMANENTE,ESTAVEL,249.07,474.33,0
FEMININO,43,RS,ATIVO PERMANENTE,ESTAVEL,498.14,1987.84,0
MASCULINO,51,RJ,ATIVO PERMANENTE,ESTAVEL,4483.12,123.76,1
MASCULINO,32,CE,ATIVO PERMANENTE,ESTAVEL,61.56,2807.46,0
MASCULINO,56,RJ,ATIVO PERMANENTE,ESTAVEL,3089.08,2751.93,1
MASCULINO,56,RJ,ATIVO PERMANENTE,ESTAVEL,1590.97,2005.96,1
FEMININO,38,MS,ATIVO PERMANENTE,ESTAVEL,179.06,5178.02,0
FEMININO,74,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,33.80,1014.50,0
FEMININO,87,RJ,APOSENTADO,ESTAVEL,1611.67,1923.36,1
FEMININO,87,RJ,APOSENTADO,ESTAVEL,1769.59,2717.32,1
MASCULINO,92,BA,APOSENTADO,ESTAVEL,213.98,9248.78,1
FEMININO,87,PA,APOSENTADO,ESTAVEL,2028.82,5662.20,1
FEMININO,87,PA,APOSENTADO,ESTAVEL,1829.78,32878.89,1
FEMININO,81,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,177.64,2190.90,0
MASCULINO,53,RJ,ATIVO PERMANENTE,ESTAVEL,2606.60,1468.39,1
FEMININO,37,MS,ATIVO PERMANENTE,ESTAVEL,3645.40,-2291.70,1
FEMININO,37,MS,ATIVO PERMANENTE,ESTAVEL,1855.28,652.60,1
MASCULINO,27,AM,ATIVO PERMANENTE,ESTAVEL,1989.66,1129.60,1
MASCULINO,27,AM,CELETISTA EMPREGADO,ESTAVEL,992.90,-39.72,1
MASCULINO,27,AM,CELETISTA EMPREGADO,ESTAVEL,2221.95,1181.80,1
FEMININO,79,PA,APOSENTADO,ESTAVEL,1386.98,3214.06,0
FEMININO,79,PA,BENEFICIARIO PENSAO,ESTAVEL,2773.96,1629.56,1
FEMININO,79,PA,BENEFICIARIO PENSAO,ESTAVEL,2773.96,1785.16,1
MASCULINO,82,PA,APOSENTADO,ESTAVEL,329.58,10850.64,0
MASCULINO,41,BA,ATIVO PERMANENTE,ESTAVEL,3718.60,-419.36,1
MASCULINO,41,BA,ATIVO PERMANENTE,ESTAVEL,7437.20,-822.84,1
MASCULINO,46,MG,ATIVO PERMANENTE,ESTAVEL,690.12,9724.46,0
MASCULINO,46,MG,ATIVO PERMANENTE,ESTAVEL,807.54,16567.50,0
FEMININO,39,MT,ATIVO PERMANENTE,ESTAVEL,3459.22,-1208.79,1
MASCULINO,84,SP,APOSENTADO,ESTAVEL,25.28,16818.86,0
MASCULINO,85,PA,APOSENTADO,ESTAVEL,1318.33,11694.60,1
MASCULINO,85,PA,APOSENTADO,ESTAVEL,1953.89,15943.68,1
MASCULINO,37,MT,ATIVO PERMANENTE,ESTAVEL,3656.33,-224.12,1
MASCULINO,37,MT,ATIVO PERMANENTE,ESTAVEL,1850.13,-99.30,1
MASCULINO,90,BA,APOSENTADO,ESTAVEL,363.41,9100.42,1
FEMININO,52,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,2100.00,451.62,1
FEMININO,47,MT,ATIVO PERMANENTE,ESTAVEL,6323.19,488.91,1
FEMININO,53,RJ,ATIVO PERMANENTE,ESTAVEL,966.13,276.80,1
FEMININO,53,RJ,ATIVO PERMANENTE,ESTAVEL,1932.26,589.12,1
FEMININO,84,DF,APOSENTADO,ESTAVEL,3787.76,-1719.13,1
FEMININO,84,DF,APOSENTADO,ESTAVEL,600.11,3463.70,0
FEMININO,73,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,2888.79,11.70,1
FEMININO,73,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,2883.77,51.52,1
FEMININO,53,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,5647.08,-2783.60,1
FEMININO,60,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,1830.78,75.04,1
FEMININO,60,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,12528.62,-2717.20,1
FEMININO,36,DF,ATIVO PERMANENTE,ESTAVEL,1507.04,130.28,1
FEMININO,36,DF,ATIVO PERMANENTE,ESTAVEL,1193.02,66.54,1
FEMININO,84,RJ,APOSENTADO,ESTAVEL,30.80,1847.25,0
FEMININO,32,DF,ATIVO PERMANENTE,ESTAVEL,632.57,9039.75,0
FEMININO,32,DF,ATIVO PERMANENTE,ESTAVEL,526.18,6027.70,0
FEMININO,83,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,274.18,2832.52,0
